null	No.	OK	change	protein name	old
	6363			modular polyketide synthase BFAS4	modular polyketide synthase BFAS4
	6364			modular polyketide synthase BFAS5	modular polyketide synthase BFAS5
	6365			modulator protein MzrA	modulator protein MzrA
	6366			molybdate ABC transporter ATP-binding protein	molybdate ABC transporter ATP-binding protein
	6367			molybdate ABC transporter ATP-binding protein ModC	molybdate ABC transporter ATP-binding protein ModC
	6368			molybdate ABC transporter ATP-binding protein ModF	molybdate ABC transporter ATP-binding protein ModF
	6369			molybdate ABC transporter permease protein	molybdate ABC transporter permease protein
	6370		@	molybdate ABC transporter permease protein ModB	"molybdate ABC transporter, permease protein ModB"
	6371			molybdate ABC transporter permease/ATP-binding protein	molybdate ABC transporter permease/ATP-binding protein
	6372		@	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter molybdate binding protein
	6373		@	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter molybdate binding protein precursor
	6374		@	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter molybdate-binding protein
	6375		@	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter substrate binding protein
	6376		@	molybdate ABC transporter substrate-binding protein	molybdate ABC transporter substrate binding protein precursor
	6377			molybdate ABC transporter substrate-binding protein	molybdate ABC transporter substrate-binding protein
	6378		@	molybdate ABC transporter substrate-binding protein ModA	"molybdate ABC transporter, molybdate-binding protein ModA"
	6379		@	molybdate ABC transporter substrate-binding protein ModA	"molybdate ABC transporter, molybdate-binding protein ModA precursor"
	6380			molybdate metabolism regulator	molybdate metabolism regulator
	6381			molybdate/tungstate ABC transporter ATP-binding protein	molybdate/tungstate ABC transporter ATP-binding protein
	6382			molybdate/tungstate ABC transporter permease protein	molybdate/tungstate ABC transporter permease protein
	6383		@	molybdate/tungstate ABC transporter substrate-binding protein	molybdate/tungstate ABC transporter substrate binding protein
	6384			molybdate/tungstate-binding protein	molybdate/tungstate-binding protein
	6385		@	molybdenum ABC transporter ATP-binding protein	molybdenum ABC transporter ATP binding protein
	6386			molybdenum ABC transporter ATP-binding protein	molybdenum ABC transporter ATP-binding protein
	6387			molybdenum ABC transporter permease protein	molybdenum ABC transporter permease protein
	6388		@	molybdenum ABC transporter substrate-binding protein	molybdenum ABC transporter molybdenum-binding protein
	6389		@	molybdenum ABC transporter substrate-binding protein	molybdenum ABC transporter periplasmic substrate binding protein
	6390		@	molybdenum ABC transporter substrate-binding protein	molybdenum ABC transporter periplasmic substrate binding protein precursor
	6391		@	molybdenum ABC transporter substrate-binding protein	molybdenum ABC transporter substrate binding protein
	6392		@	molybdenum ABC transporter substrate-binding protein	molybdenum ABC transporter substrate binding protein precursor
	6393			molybdenum cofactor biosynthesis protein	molybdenum cofactor biosynthesis protein
	6394		@	molybdenum cofactor biosynthesis protein MoaA	molybdenum cofactor biosynthesis protein A
	6395			molybdenum cofactor biosynthesis protein MoaA	molybdenum cofactor biosynthesis protein MoaA
	6396		@	molybdenum cofactor biosynthesis protein MoaB	molybdenum cofactor biosynthesis protein B
	6397			molybdenum cofactor biosynthesis protein MoaB	molybdenum cofactor biosynthesis protein MoaB
	6398		@	molybdenum cofactor biosynthesis protein MoaB	molybdopterin biosynthesis protein MoaB
	6399		@	molybdenum cofactor biosynthesis protein MoaC	molybdenum cofactor biosynthesis protein C
	6400			molybdenum cofactor biosynthesis protein MoaC	molybdenum cofactor biosynthesis protein MoaC
	6401		@	molybdenum cofactor biosynthesis protein MoaCB	molybdenum cofactor biosynthesis bifunctional protein MoaCB
	6402			molybdenum cofactor biosynthesis protein MoaCB	molybdenum cofactor biosynthesis protein MoaCB
	6403		@	molybdenum cofactor biosynthesis protein MogA	molybdopterin adenylyltransferase
	6404		@	molybdenum cofactor biosynthesis protein MogA	molybdopterin biosynthesis mog protein
	6405		@	molybdenum cofactor biosynthesis protein MogA	molybdopterin biosynthesis protein MogA
	6406		@	molybdenum-binding protein	molybdenum binding protein
	6407			molybdopterin biosynthesis protein	molybdopterin biosynthesis protein
	6408		@	molybdopterin biosynthesis protein	molybdopterin synthesis protein
	6409		@	molybdopterin guanine dinucleotide biosynthesis protein MobA	molybdopterine-guanine dinucleotide biosynthesis protein MobA
	6410		@	molybdopterin guanine dinucleotide biosynthesis protein MobA	molybdopterin-guanine dinucleotide biosynthesis protein A
	6411		@	molybdopterin guanine dinucleotide biosynthesis protein MobA	molybdopterin-guanine dinucleotide biosynthesis protein MobA
	6412		@	molybdopterin guanine dinucleotide biosynthesis protein MobB	molybdopterin-guanine dinucleotide biosynthesis protein B
	6413		@	molybdopterin guanine dinucleotide biosynthesis protein MobB	molybdopterin-guanine dinucleotide biosynthesis protein MobB
	6414		@	molybdopterin guanine dinucleotide biosynthesis protein MobB/molybdopterin synthase large subunit	molybdopterin-guanine dinucleotide biosynthesis MobB/molybdopterin biosynthesis MoaE
	6415		@	molybdopterin molybdenumtransferase	molybdenum cofactor biosynthesis protein MoeA
	6416		@	molybdopterin molybdenumtransferase	molybdopterin biosynthesis protein MoeA
	6417			molybdopterin molybdenumtransferase	molybdopterin molybdenumtransferase
	6418		@	molybdopterin synthase	molybdenum cofactor biosynthesis protein D/E
	6419		@	molybdopterin synthase	molybdopterin converting factor
	6420		@	molybdopterin synthase	molybdopterin converting factor (MoaD-MoaE fusion protein)
	6421		@	molybdopterin synthase	molybdopterin converting factor MoaDE
	6422		@	molybdopterin synthase large subunit	molybdenum cofactor biosynthesis protein E
	6423		@	molybdopterin synthase large subunit	molybdopterin converting factor large subunit
	6424		@	molybdopterin synthase large subunit	molybdopterin synthase catalytic subunit
	6425			molybdopterin synthase large subunit	molybdopterin synthase large subunit
	6426			molybdopterin synthase large subunit MoaE	molybdopterin synthase large subunit MoaE
	6427		@	molybdopterin synthase small subunit	molybdenum cofactor biosynthesis protein D
